관광지명,관광지구분,소재지도로명주소,위도,경도,관리기관전화번호,관리기관명,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,주차가능수,category
애기봉 평화생태공원,관광지,경기도 김포시 월곶면 평화공원로 289,37.75316598,126.5942484,031-989-6034,김포문화재단,월곶면사무소,"김포캠핑파크, 조강276(평화의 길 거점센터)",정보없음,"월곶생활문화센터, 김포 평화문화관, 김포국제조각공원",정보없음,정보없음,56,자연
문수산성,관광지,,37.7429948,126.5467533,031-980-2483,경기도 김포시청,월곶면사무소,"문수산 관광 농원 펜션, 문수골힐링캠핑장,문수관광농원, 조강276(평화의 길 거점센터)",정보없음,문수산삼림욕장,정보없음,정보없음,0,자연
김포함상공원,관광지,경기도 김포시 대곶면 대명항1로 110-36,37.6406387,126.539261,031-987-4097,김포도시관리공사,대곶면행정복지센터,약암홍염천 관광호텔,정보없음,정보없음,정보없음,정보없음,100,산책/휴식
덕포진,관광지,경기도 김포시 대곶면 덕포진로103번길 90,37.6506248,126.5387862,031-989-8580,경기도 김포시청,대곶면사무소,약암홍염천 관광호텔,정보없음,정보없음,정보없음,정보없음,10,기타
망상,관광지,강원특별자치도 동해시 동해대로 6270-10,37.59225327,129.0896922,033-530-2234,강원특별자치도 동해시청,"관리사무소, 주차장, 샤워장, 화장실, 관광안내소, 전기시설, 통신시설, 상하수도시설","관광호텔, 리조트, 가족호텔, 야영장, 일반숙박업소 등",게이트볼장,"야영장, 한옥체험, 해수욕장",정보없음,관리사무실,900,기타
추암,관광지,강원특별자치도 동해시 촛대바위길 28,37.477063,129.159196,033-530-2234,강원특별자치도 동해시청,"관리사무소, 주차장, 샤워장, 화장실, 관광안내소, 전기시설, 통신시설, 상하수도시설","캠핑장, 일반숙박업소 등",정보없음,"야영장, 근린공원, 해수욕장, 자연경관",정보없음,관리사무실,200,기타
소요산관광지,관광지,경기도 동두천시 평화로2910번길 145,37.94652177,127.0693409,031-860-2065,경기도 동두천시청 관광휴양과,관리사무소+주차장+화장실,캐라반,정보없음,캠핑장+자유수호평화박물관+경기북부어린이박물관,야외음악당,정보없음,500,자연
진하해수욕장,관광지,울산광역시 울주군 서생면 진하해변길 77,35.38384823,129.3460154,052-204-0352,울산광역시 울주군청,샤워실+화장실,펜션+호텔,산책로+해양스포츠,카페+식당,정보없음,진하행정봉사실,405,계절별 명소
영남알프스 복합웰컴센터,관광지,울산광역시 울주군 상북면 알프스온천5길 103-8,35.55645417,129.0679842,052-204-2931,울산광역시 울주군청,샤워실+화장실+주차장,모텔+리조트+캠핑장,영화관+클라이밍센터+번개맨체험관+VR체험존,영화관+카페,정보없음,영남알프스복합웰컴센터,600,기타
외고산옹기마을,관광지,울산광역시 울주군 온양읍 외고산 3길 36,35.435094,129.2795067,052-204-0334,울산광역시 울주군청,화장실+안내소,정보없음,산책로+어린이 놀이터,옹기박물관+민속박물관+옹기아카데미관+발효아카데미관,정보없음,정보없음,500,전통
울주 대곡리 반구대 암각화,관광지,울산광역시 울주군 언양읍 반구대안길 285,35.60863087,129.172957,052-204-0323,울산광역시 울주군청,암각화박물관+주차장,반구대 팜스테이,산책로,반구대 팜스테이,정보없음,관광안내소,200,기타
율포해수욕장,관광지,전라남도 보성군 회천면 우암길 24,34.67002926,127.0890241,061-850-5211,전라남도 보성군청,관광안내소+화장실+샤워실+주차장,휴양콘도미니엄,정보없음,해수욕장+해수녹차탕+오토캠핑리조트,정보없음,정보없음,100,계절별 명소
한국차문화공원,관광지,전라남도 보성군 보성읍 녹차로 775,34.71987643,127.0817099,061-852-0918,전라남도 보성군청,관광안내소+화장실+주차장,휴양콘도미니엄,정보없음,실내정원+한국차박물관+야외공연장+청소년수련원+천문과학관,정보없음,정보없음,150,산책/휴식
불갑사관광지,관광지,전라남도 영광군 불갑면 불갑사로 450,35.199675,126.550047,061-350-5758,전라남도 영광군청,관광안내소(350-4889),영광힐링컨벤션타운,정보없음,정보없음,정보없음,정보없음,3400,기타
롯데워터파크,관광지,경상남도 김해시 장유로 555(신문동),35.17891121,128.8285605,055-330-3241,경상남도 김해시청,음식점+화장실+주차장+의무실,정보없음,28종의 유기기구,정보없음,정보없음,정보없음,732,테마파크/놀이공원
클레이아크김해미술관,관광지,경상남도 김해시 진례면 분청로 25,35.25086479,128.7457858,055-330-3211,경상남도 김해시청,전시관+체험관+커피숍+도자점+화장실+주차장,정보없음,정보없음,돔하우스+큐빅하우스+체험관,정보없음,정보없음,203,문화
김해한옥체험관,관광지,경상남도 김해시 왕릉길 40(봉황동),35.23436297,128.8766847,055-330-3241,경상남도 김해시청,음식점+화장실+숙박시설,13개 객실,정보없음,정보없음,정보없음,정보없음,10,체험
노무현대통령생가,관광지,경상남도 김해시 진영읍 봉하로129,35.31448783,128.7712136,055-330-3241,경상남도 김해시청,화장실+주차장+카페테리아,정보없음,정보없음,정보없음,정보없음,정보없음,240,역사
김해수로왕릉,관광지,경상남도 김해시 왕릉길 26(서상동),35.23487875,128.8772054,055-330-0891,경상남도 김해시청,화장실+주차장+안내소,정보없음,정보없음,정보없음,정보없음,정보없음,38,기타
함평해수찜,관광지,전라남도 함평군 손불면 석산로 61,35.10050068,126.4648643,061-320-1784,전라남도 함평군,X,정보없음,해수욕장,정보없음,정보없음,정보없음,100,기타
함평자연생태공원,관광지,전라남도 함평군 대동면 학동로 1398-77,35.13500123,126.5057,061-320-2851,전라남도 함평군,화장실+주차장,정보없음,식물원+산림휴양시설,정보없음,정보없음,정보없음,100,자연
함평양서파충류생태공원,관광지,전라남도 함평군 신광면 학동로 1398-9,35.13834076,126.4937003,061-320-2874,전라남도 함평군,화장실+주차장,정보없음,동물원,정보없음,정보없음,정보없음,100,자연
함평엑스포공원,관광지,전라남도 함평군 함평읍 곤재로 27,35.05813923,126.5226056,061-320-2204,전라남도 함평군,화장실+주차장+관광안내소,정보없음,파크골프장+미술관+종합유원시설,공연장,정보없음,정보없음,1625,산책/휴식
일강김철선생기념관,관광지,전라남도 함평군 신광면 일강로 873-12,35.18893103,126.4801235,061-320-1453,전라남도 함평군,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,10,문화
꽃무릇공원,관광지,전라남도 함평군 해보면 용천사길 209,35.18352786,126.5452774,061-320-2773,전라남도 함평군,화장실+주차장,정보없음,농어촌휴양시설,공연장+관광식당,정보없음,정보없음,350,플라워/가드닝
함평자동차극장,관광지,전라남도 함평군 함평읍 함장로 1162,35.05813923,126.5226056,061-320-2228,전라남도 함평군,화장실+주차장+매점+매표소,정보없음,자동차영화관,정보없음,정보없음,정보없음,180,기타
구드래관광지,관광지,충청남도 부여군 부여읍 백강로 148,36.28718846,126.9068136,041-830-2222,충청남도 부여군청,광장+선착장+조각공원,정보없음,정보없음,정보없음,정보없음,정보없음,300,기타
서동요역사관광지,관광지,충청남도 부여군 충화면 충신로 618,36.14594895,126.8248464,041-830-2222,충청남도 부여군청,관리사무소+주차장+화장실,수련시설,짚라이더+둘레길,부여군청소년수련원,정보없음,정보없음,150,철도/교통 체험
백제문화관광단지,관광단지,충청남도 부여군 규암면 백제문로 400,36.30386704,126.9007732,041-830-2222,충청남도 부여군청,주차장+화장실,휴양콘도미니엄,골프장,백제역사문화관+백제문화단지+롯데아울렛,정보없음,정보없음,3000,기타
해인사,관광지,경상남도 합천군 가야면 해인사길 122,35.801504,128.0976255,055-934-3000,경상남도 합천군청,관광안내소+주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,500,기타
대장경테마파크,관광지,경상남도 합천군 가야면 가야산로 1160,35.76749785,128.1365362,055-930-4698,경상남도 합천군청,관광안내소+주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,500,테마파크/놀이공원
오도산 자연휴양림,관광지,경상남도 합천군 봉산면 오도산휴양로 398,35.67233319,128.0553007,055-930-3733,경상남도 합천군청,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
곡성기차당 뚝방마켓,관광지,전라남도 곡성군 곡성읍 곡성로 856,35.27976851,127.2984376,061-362-2753,전라남도 곡성군청 인구정책과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,35,철도/교통 체험
가정역(섬진강출렁다리),관광지,전라남도 곡성군 오곡면 섬진강로 1465,35.23018353,127.3682034,061-363-6174,전라남도 곡성군청 관광과,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,210,기타
도림사오토갬핑리조트,관광지,전라남도 곡성군 곡성읍 도림로 74,35.26209959,127.2668616,061-363-6224,전라남도 곡성군청 관광과,주차장+안내소,정보없음,정보없음,정보없음,정보없음,정보없음,51,기타
청계동솔바람야영장,관광지,전라남도 곡성군 곡성읍 청계동로 415,35.31107436,127.2623887,061-884-7000,전라남도 곡성군청 관광과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,40,기타
대황강자연휴식체혐장야영장,관광지,,35.12497878,127.2550756,061-362-3300,전라남도 곡성군청 관광과,주차장+화장실+샤워실+개수대,정보없음,정보없음,정보없음,정보없음,정보없음,40,자연
청계동계곡,관광지,,35.31375081,127.2525557,061-360-8511,전라남도 곡성군청 관광과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
도림사계곡,관광지,전라남도 곡성군 곡성읍 도림로 175,35.26724907,127.2575171,061-362-2727,전라남도 곡성군청 관광과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,36,자연
태안사계곡,관광지,전라남도 곡성군 죽곡면 태안로 622-215,35.13195828,127.3863807,061-363-6669,전라남도 곡성군청 관광과,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,11,자연
태안사,관광지,전라남도 곡성군 죽곡면 태안로 622-215,35.13195828,127.3863807,061-363-6669,전라남도 곡성군청 문화체육과,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,9,기타
안개 농촌체험 휴양마을,관광지,전라남도 곡성군 고달면 고산로 39-18,35.29052093,127.3419816,061-363-3231,전라남도 곡성군청 농촌지원과,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,10,전통
가정 농촌체험 휴양마을,관광지,전라남도 곡성군 고달면 가정마을길 65,35.22727591,127.3704119,061-363-1637,전라남도 곡성군청 농촌지원과,주차장+운동기구,정보없음,정보없음,정보없음,정보없음,정보없음,4,전통
죽산 농촌체험 휴양마을,관광지,전라남도 곡성군 겸면 죽산하늘재길42,35.23352336,127.1752282,061-363-2011,전라남도 곡성군청 농촌지원과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,전통
용암 농촌체험 휴양마을,관광지,전라남도 곡성군 목사동면 용사용암길 8-2,35.12878212,127.3134337,061-362-0990,전라남도 곡성군청 농촌지원과,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,5,전통
